date,number_days,region,number_blackout_consumers,number_blackout_settlements,number_restored_consumers,number_restored_settlements,notes,link
2024-08-27,1,Одеська,,,378000,,,https://www.dtek-oem.com.ua/ua/news/energetiki-dtek-odeski-elektromerezhi-povernuli-svitlo-mayzhe-dlya-400-tisyach-rodin-shcho-zalishilisya-bez-elektropostachannya-pislya-ataki-voroga
2024-08-27,1,Чернігівська,1537,25,,,,https://dcz.cg.gov.ua/index.php?id=501410&tp=0
2024-08-28,1,Дніпропетровська,,,35072,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-dlya-35-tisyach-rodin-dnipropetrovshchini-pislya-vorozhih-atak
2024-08-28,2,Донецька,,,6466,17,26.08-27.08,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-elektriku-shche-u-ponad-6-tisyach-osel-za-dvi-dobi
2024-08-28,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%82%d1%83%d0%b0%d1%86%d1%96%d1%8f-%d0%b2-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96%d0%b9-%d0%be-58/
2024-08-28,1,Харківська,,,1700,,,https://www.oblenergo.kharkov.ua/uk/node/13882196
2024-08-28,1,Чернігівська,1916,30,,,,https://dcz.cg.gov.ua/index.php?id=501489&tp=0
2024-08-29,1,Донецька,,,12013,65,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-shche-12-tisyach-rodin-dtek-donecki-elektromerezhi-prodovzhuye-remonti-merezh-pislya-obstriliv
2024-08-29,1,Чернігівська,1305,23,,,,https://dcz.cg.gov.ua/index.php?id=501640&tp=0
2024-08-30,1,Дніпропетровська,,,35790,6,,https://www.dtek-dnem.com.ua/ua/news/zi-svitlom-36-tisyach-rodin-na-dnipropetrovshchini-energetiki-dtek-vidnovili-elektropostachannya-pislya-vorozhoji-ataki
2024-08-30,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%82%d1%83%d0%b0%d1%86%d1%96%d1%8f-%d0%b2-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96%d0%b9-%d0%be-59/
2024-08-30,1,Харківська,,,980,,,https://www.oblenergo.kharkov.ua/uk/node/13882205
2024-08-30,1,Чернігівська,1305,23,,,,https://dcz.cg.gov.ua/index.php?id=501708&tp=0
2024-08-31,1,Дніпропетровська,7500,4,6728,,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-energetiki-dtek-vidnovili-elektropostachannya-pislya-obstriliv-dlya-ponad-6-7-tisyach-rodin
2024-08-31,1,Донецька,,,2761,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vidnoviv-elektropostachannya-shche-dlya-2-7-tisyach-rodin-donechchini
2024-08-31,1,Чернігівська,1416,24,,,,https://dcz.cg.gov.ua/index.php?id=501810&tp=0
2024-09-01,1,Дніпропетровська,,,22875,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-svitlo-dlya-23-tisyach-rodin-dnipropetrovshchini-pislya-atak-rf
2024-09-01,1,Донецька,,,2172,16,,https://www.dtek-dem.com.ua/ua/news/za-dobu-energetiki-dtek-vidnovili-elektropostachannya-shche-dlya-ponad-2-tisyach-rodin-donechchini
2024-09-01,1,Чернігівська,1319,24,,,,https://dcz.cg.gov.ua/index.php?id=501809&tp=0
2024-09-02,31,Дніпропетровська,,,145694,,01.08-31.08,https://www.dtek-dnem.com.ua/ua/news/dtek-povertaye-svitlo-na-dnipropetrovshchini-protyagom-serpnya-vidnovili-elektropostachannya-dlya-ponad-145-tisyach-rodin
2024-09-02,1,Дніпропетровська,,,3000,,,https://www.dtek-dnem.com.ua/ua/news/dtek-povertaye-svitlo-na-dnipropetrovshchini-protyagom-serpnya-vidnovili-elektropostachannya-dlya-ponad-145-tisyach-rodin
2024-09-02,1,Запорізька,3731,,438,,,https://www.zoe.com.ua/news/%d1%81%d1%82%d0%b0%d0%bd-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d0%bd%d0%b0-02-%d0%b2%d0%b5%d1%80%d0%b5%d1%81%d0%bd%d1%8f-2024/
2024-09-02,1,Чернігівська,1319,24,,,,https://dcz.cg.gov.ua/index.php?id=501808&tp=0
2024-09-03,1,Дніпропетровська,96500,25,96366,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-u-25-naselenih-punktiv-dnipropetrovshchini-pislya-rosiyskoji-masovanoji-ataki
2024-09-03,31,Донецька,,,187248,378,01.08-31.08,https://www.dtek-dem.com.ua/ua/news/za-serpen-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-ponad-187-tisyach-rodin
2024-09-03,7,Донецька,,,27700,101,26.08-01.09,https://www.dtek-dem.com.ua/ua/news/za-serpen-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-ponad-187-tisyach-rodin
2024-09-03,1,Харківська,,,500,,,https://www.oblenergo.kharkov.ua/uk/node/13882212
2024-09-03,1,Чернігівська,1319,24,,,,https://dcz.cg.gov.ua/index.php?id=501872&tp=0
2024-09-04,1,Дніпропетровська,,,4417,3,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-energetiki-dtek-vidnovili-elektropostachannya-shche-dlya-4-4-tisyach-rodin
2024-09-04,2,Донецька,,,13888,18,02.09-03.09,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vdalosya-povernuti-svitlo-u-13-8-tisyach-osel
2024-09-04,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%bf%d1%96%d0%b2%d1%82%d0%be%d1%80%d0%b8-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%b8%d1%85-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d0%b7%d0%bd/
2024-09-04,1,Чернігівська,1319,24,,,,https://dcz.cg.gov.ua/index.php?id=501917&tp=0
2024-09-05,1,Донецька,,,4710,12,,https://www.dtek-dem.com.ua/ua/news/dlya-4-7-tisyach-rodin-vidnoviv-elektriku-dtek-donecki-elektromerezhi-za-vchora
2024-09-05,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d0%ba%d0%b8-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%b8-%d0%b1%d1%96%d0%bb%d1%8c/
2024-09-06,1,Чернігівська,1464,26,,,,https://dcz.cg.gov.ua/index.php?id=501997&tp=0
2024-09-06,1,Дніпропетровська,,7,,,,https://www.dtek-dnem.com.ua/ua/news/cherez-vorozhiy-obstril-na-dnipropetrovshchini-znestrumleno-7-naselenih-punktiv
2024-09-06,1,Донецька,,,11649,13,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vdalosya-povernuti-svitlo-dlya-11-6-tisyach-rodin
2024-09-06,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%bc%d0%b0%d0%b9%d0%b6%d0%b5-%d1%88%d1%96%d1%81%d1%82%d1%8c-%d1%82%d0%b8%d1%81%d1%8f%d1%87-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d1%83-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d0%bc/
2024-09-07,1,Донецька,,,48548,24,,https://www.dtek-dem.com.ua/ua/news/minuloji-dobi-dtek-donecki-elektromerezhi-zmig-vidnoviti-elektropostachannya-48-5-tisyach-domivok
2024-09-07,1,Чернігівська,2130,28,,,,https://dcz.cg.gov.ua/index.php?id=502091&tp=0
2024-09-08,1,Дніпропетровська,,,7193,,,https://www.dtek-dnem.com.ua/ua/news/za-vchora-dtek-dniprovski-elektromerezhi-vidnoviv-elektropostachannya-7-2-tisyachi-osel-znestrumlenih-cherez-obstrili
2024-09-08,1,Донецька,,,2004,,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-shche-2-tisyachi-rodin-dtek-donecki-elektromerezhi-prodovzhuye-vidnovlennya-merezh-pislya-obstriliv
2024-09-08,1,Одеська,,,2437,,,https://www.dtek-oem.com.ua/ua/news/energetiki-dtek-odeski-elektromerezhi-povernuli-svitlo-dlya-bilshe-2-tisyach-rodin-shcho-zalishilisya-bez-elektropostachannya-pislya-ataki-voroga
2024-09-08,1,Чернігівська,1550,26,,,,https://dcz.cg.gov.ua/index.php?id=502092&tp=0
2024-09-09,7,Дніпропетровська,,,213200,32,02.09-08.09,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-povernuli-elektropostachannya-pislya-obstriliv-u-213-2-tisyach-osel-dnipropetrovshchini
2024-09-09,2,Дніпропетровська,,,25000,,07.09-08.09,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-povernuli-elektropostachannya-pislya-obstriliv-u-213-2-tisyach-osel-dnipropetrovshchini
2024-09-09,7,Донецька,,,95827,72,02.09-08.09,https://www.dtek-dem.com.ua/ua/news/minulogo-tizhnya-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-95-8-tisyach-rodin
2024-09-09,2,Донецька,,,17000,5,07.09-08.09,https://www.dtek-dem.com.ua/ua/news/minulogo-tizhnya-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-95-8-tisyach-rodin
2024-09-09,1,Запорізька,3731,,1994,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d0%ba%d0%b8-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%b8-%d0%bf%d0%be%d0%bd%d0%b0-2/
2024-09-09,1,Харківська,,,60000,,,https://www.oblenergo.kharkov.ua/uk/node/13882224
2024-09-09,1,Чернігівська,1550,26,,,,https://dcz.cg.gov.ua/index.php?id=502085&tp=0
2024-09-10,1,Дніпропетровська,,,18772,8,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-povernuli-elektropostachannya-pislya-obstriliv-u-18-7-tisyachi-osel-dnipropetrovshchini
2024-09-10,1,Харківська,,,400,,,https://www.oblenergo.kharkov.ua/uk/node/13882225
2024-09-10,1,Чернігівська,2154,39,,,,https://dcz.cg.gov.ua/index.php?id=502149&tp=0
2024-09-11,1,Дніпропетровська,,,1639,3,,https://www.dtek-dnem.com.ua/ua/news/za-dobu-energetiki-dtek-povernuli-svitlo-dlya-1-6-tisyachi-rodin-dnipropetrovshchini
2024-09-11,2,Донецька,,,20684,10,09.09-10.09,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-elektropostachannya-dlya-ponad-20-tisyach-rodin
2024-09-11,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/22-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d1%83-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be%d0%bc%d1%83-%d0%ba%d1%80%d0%b0%d1%97-%d0%b7%d0%bd%d0%be%d0%b2/
2024-09-11,1,Чернігівська,1319,24,,,,https://dcz.cg.gov.ua/index.php?id=502212&tp=0
2024-09-12,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%82%d1%83%d0%b0%d1%86%d1%96%d1%8f-%d0%b2-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96%d0%b9-%d0%be-60/
2024-09-12,1,Чернігівська,3679,51,,,,https://dcz.cg.gov.ua/index.php?id=502313&tp=0
2024-09-13,1,Дніпропетровська,,,1485,,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-energetiki-dtek-povernuli-svitlo-shche-dlya-1-5-tisyachi-rodin
2024-09-13,2,Донецька,,,59552,77,11.09-12.09,https://www.dtek-dem.com.ua/ua/news/mayzhe-u-60-tisyach-osel-povernuv-svitlo-dtek-donecki-elektromerezhi-za-dva-dni
2024-09-13,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d0%ba%d0%b8-%d0%b2%d1%96%d0%b4%d0%bd%d0%be%d0%b2%d0%b8%d0%bb%d0%b8-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0-3/
2024-09-13,1,Одеська,,,13745,,,https://www.dtek-oem.com.ua/ua/news/energetiki-dtek-odeski-elektromerezhi-povernuli-svitlo-dlya-mayzhe-14-tisyach-rodin-shcho-zalishilisya-bez-elektropostachannya-pislya-ataki-voroga
2024-09-13,1,Чернігівська,1489,24,,,,https://dcz.cg.gov.ua/index.php?id=502368&tp=0
2024-09-14,1,Дніпропетровська,,,4306,21,,https://www.dtek-dnem.com.ua/ua/news/zi-svitlom-shche-4-3-tisyachi-rodin-dtek-donecki-elektromerezhi-prodovzhuye-remonti-merezh-pislya-obstriliv
2024-09-14,1,Донецька,,,4306,21,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-shche-4-3-tisyachi-rodin-dtek-donecki-elektromerezhi-prodovzhuye-remonti-merezh-pislya-obstriliv
2024-09-14,1,Чернігівська,1753,28,,,,https://dcz.cg.gov.ua/index.php?id=502452&tp=0
2024-09-15,1,Дніпропетровська,,,2812,,,https://www.dtek-dnem.com.ua/ua/news/za-ostannyu-dobu-dtek-dniprovski-elektromerezhi-vidnoviv-elektropostachannya-2-8-tisyach-osel-znestrumlenih-cherez-obstrili
2024-09-15,1,Донецька,,,11593,57,,https://www.dtek-dem.com.ua/ua/news/za-vchora-dtek-donecki-elektromerezhi-vdalosya-povernuti-elektropostachannya-dlya-11-6-tisyach-rodin
2024-09-15,1,Чернігівська,1542,22,,,,https://dcz.cg.gov.ua/index.php?id=502464&tp=0
2024-09-16,7,Дніпропетровська,,,29888,,09.09-15.09,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-pislya-obstriliv-u-30-tisyach-osel-dnipropetrovshchini
2024-09-16,1,Дніпропетровська,,,500,,,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-pislya-obstriliv-u-30-tisyach-osel-dnipropetrovshchini
2024-09-16,7,Донецька,,,319290,224,09.09-15.09,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-povernuv-svitlo-u-319-tisyach-osel-na-donechchini-znestrumlenih-cherez-obstrili
2024-09-16,1,Запорізька,3731,,2758,,,https://www.zoe.com.ua/news/%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6%d0%b6%d1%8f%d0%be%d0%b1%d0%bb%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be-%d0%b2%d1%96%d0%b4%d0%bd%d0%be%d0%b2%d0%b8%d0%bb%d0%be-%d0%b6%d0%b8%d0%b2%d0%bb/
2024-09-16,1,Одеська,,,15118,,,https://www.dtek-oem.com.ua/ua/news/protyagom-tizhnya-energetiki-dtek-odeski-elektromerezhi-vidnovili-elektropostachannya-dlya-ponad-15-tisyach-rodin
2024-09-16,1,Чернігівська,1488,24,,,,https://dcz.cg.gov.ua/index.php?id=502471&tp=0
2024-09-17,1,Дніпропетровська,,,3695,,,https://www.dtek-dnem.com.ua/ua/news/shche-dlya-3-7-tisyachi-rodin-vidnovili-svitlo-energetiki-dtek-dniprovski-elektromerezhi
2024-09-17,1,Донецька,,,19977,15,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-u-mayzhe-20-tisyachah-osel-za-dobu
2024-09-17,1,Запорізька,3731,,,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-98-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%b8-%d0%b5%d0%bd%d0%b5/
2024-09-17,1,Сумська,281072,,,,,https://www.facebook.com/sumyoblenergo/posts/pfbid02f2Gvj4euMf2cqN3X1Vd2pveagkSBXriTsWPP57xqpCjB3nky6Gh2A25DnfwioCipl?__cft__[0]=AZUTmwcEzOvubWgCfyV3fLkCkJKt7_7oBQF12WCa3Br93--ED5rwzR4mPTrgIg-tIrbyVEmfNeahwP8EpdBFuPJecbCmqJ_4cxp-1_3zkNeQTH36jtTe_UpeNWD8T3OGmEhWy4K7RM4acLbj-gXnQzB4GtNgo4cCfV1LgFURlGtw-PKeOpjYoVLKhJ_GleIpWIc&__tn__=%2CO%2CP-R
2024-09-17,1,Чернігівська,1705,27,,,,https://dcz.cg.gov.ua/index.php?id=502542&tp=0
2024-09-18,1,Донецька,,,33602,30,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-prodovzhuye-vidnovlennya-merezh-za-vchora-vdalosya-povernuti-svitlo-u-30-naselenih-punktiv
2024-09-18,1,Запорізька,3731,,3675,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d1%89%d0%be-%d0%b7%d0%b0%d0%bb%d0%b8/
2024-09-18,1,Чернігівська,1706,27,,,,https://dcz.cg.gov.ua/index.php?id=502643&tp=0
2024-09-19,1,Дніпропетровська,1500,,1630,6,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-pislya-obstriliv-povernuli-svitlo-dlya-1-6-tisyachi-rodin-dnipropetrovshchini
2024-09-19,1,Донецька,,,11286,11,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-shche-ponad-11-tisyach-rodin-dtek-donecki-elektromerezhi-prodovzhuye-remonti-merezh-pislya-obstriliv
2024-09-19,1,Запорізька,4549,,,,,https://www.zoe.com.ua/news/28-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%be-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b6/
2024-09-19,1,Чернігівська,1707,27,,,,https://dcz.cg.gov.ua/index.php?id=502742&tp=0
2024-09-20,1,Дніпропетровська,,,3903,,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-svitlo-dlya-3-9-tisyachi-rodin-dnipropetrovshchini-pislya-rosiyskih-obstriliv
2024-09-20,1,Донецька,,,1860,10,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vidnovili-elektropostachannya-shche-10-naselenih-punktiv-za-dobu
2024-09-20,1,Запорізька,3731,,1160,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d0%b0-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d1%83-%d0%bf%d1%80%d0%b8%d1%84%d1%80%d0%be%d0%bd%d1%82%d0%be%d0%b2%d1%96%d0%b9-%d0%b7%d0%be%d0%bd-2/
2024-09-20,1,Чернігівська,1707,27,,,,https://dcz.cg.gov.ua/index.php?id=502888&tp=0
2024-09-21,1,Дніпропетровська,,,6173,23,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-vidnovili-svitlo-u-23-naselenih-punktah-dnipropetrovshchini-pislya-vorozhoji-ataki
2024-09-21,1,Донецька,,,8503,14,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vidnoviv-elektropostachannya-shche-dlya-8-5-tisyach-rodin-regionu
2024-09-21,1,Чернігівська,1816,28,,,,https://dcz.cg.gov.ua/index.php?id=502973&tp=0
2024-09-22,1,Дніпропетровська,,,2486,12,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-energetiki-dtek-vidnovili-svitlo-pislya-obstriliv-shche-dlya-2-5-tisyach-rodin
2024-09-22,1,Донецька,,,5857,2,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-donecki-elektromerezhi-vidnoviv-elektropostachannya-shche-dlya-5-8-tisyach-rodin
2024-09-22,1,Чернігівська,1816,28,,,,https://dcz.cg.gov.ua/index.php?id=502971&tp=0
2024-09-23,7,Дніпропетровська,,,27654,,16.09-22.09,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-pislya-obstriliv-u-ponad-27-tisyach-osel-dnipropetrovshchini
2024-09-23,1,Дніпропетровська,,,9700,,,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-pislya-obstriliv-u-ponad-27-tisyach-osel-dnipropetrovshchini
2024-09-23,7,Донецька,,,88965,112,16.09-22.09,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-dlya-mayzhe-90-tisyach-rodin-prifrontovoji-donechchini
2024-09-23,1,Донецька,,,8000,30,,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-donecki-elektromerezhi-vdalosya-vidnoviti-svitlo-dlya-mayzhe-90-tisyach-rodin-prifrontovoji-donechchini
2024-09-23,1,Запорізька,3731,,16602,,,https://www.zoe.com.ua/news/%d0%b2%d1%96%d0%b4%d0%bd%d0%be%d0%b2%d0%bb%d0%b5%d0%bd%d0%be-%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%be%d0%bf%d0%be%d1%81%d1%82%d0%b0%d1%87%d0%b0%d0%bd%d0%bd%d1%8f-166-%d1%82%d0%b8%d1%81%d1%8f%d1%87-%d1%81/
2024-09-23,1,Чернігівська,1816,28,,,,https://dcz.cg.gov.ua/index.php?id=502970&tp=0
2024-09-24,1,Дніпропетровська,1200,,3676,4,,https://www.dtek-dnem.com.ua/ua/news/za-dobu-energetiki-dtek-vidnovili-svitlo-dlya-3-7-tisyach-rodin-dnipropetrovshchini-pislya-rosiyskih-obstriliv
2024-09-24,1,Донецька,,,4822,10,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-vidnovili-elektropostachannya-dlya-mayzhe-5-tisyach-rodin-za-dobu
2024-09-24,1,Запорізька,3761,,2095,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-28-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d1%80%d0%be%d0%b4%d0%b8%d0%bd-%d0%b7%d0%bd%d0%be%d0%b2%d1%83-%d0%b7%d1%96-%d1%81%d0%b2%d1%96%d1%82%d0%bb%d0%be%d0%bc/
2024-09-24,1,Чернігівська,1706,27,,,,https://dcz.cg.gov.ua/index.php?id=503043&tp=0
2024-09-25,1,Дніпропетровська,,,2863,4,,https://www.dtek-dnem.com.ua/ua/news/energetiki-dtek-povernuli-elektropostachannya-pislya-obstriliv-u-2-8-tisyachi-osel-dnipropetrovshchini
2024-09-25,1,Донецька,,,4301,4,,https://www.dtek-dem.com.ua/ua/news/za-vchora-dtek-donecki-elektromerezhi-vidnoviv-elektriku-dlya-ponad-4-tisyach-rodin
2024-09-25,1,Запорізька,4774,,30,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-17-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d1%96-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d0%b7%d0%b0%d0%b6%d0%b8%d0%b2%d0%b8%d0%bb%d0%b8-%d0%b5%d0%bd%d0%b5/
2024-09-25,1,Харківська,,,100,,,https://www.oblenergo.kharkov.ua/uk/node/13882235
2024-09-25,1,Чернігівська,1706,27,,,,https://dcz.cg.gov.ua/index.php?id=503118&tp=0
2024-09-26,1,Дніпропетровська,,,1844,4,,https://www.dtek-dnem.com.ua/ua/news/shche-dlya-1-8-tisyachi-rodin-vidnovili-svitlo-energetiki-dtek-dniprovski-elektromerezhi
2024-09-26,1,Донецька,,,2871,5,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-mayzhe-3-tisyacham-domivok-za-dobu
2024-09-26,1,Запорізька,3781,,1043,,,https://www.zoe.com.ua/news/%d0%bf%d0%be%d0%bd%d0%b0%d0%b4-%d1%82%d0%b8%d1%81%d1%8f%d1%87%d0%b0-%d1%81%d0%bf%d0%be%d0%b6%d0%b8%d0%b2%d0%b0%d1%87%d1%96%d0%b2-%d1%83-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d0%be/
2024-09-26,1,Одеська,,,11090,7,,https://www.dtek-oem.com.ua/ua/news/energetiki-dtek-odeski-elektromerezhi-povernuli-svitlo-dlya-11-tisyach-rodin-shcho-zalishilisya-bez-elektropostachannya-pislya-ataki-voroga
2024-09-26,1,Чернігівська,1706,27,,,,https://dcz.cg.gov.ua/index.php?id=503197&tp=0
2024-09-27,1,Донецька,,,10999,11,,https://www.dtek-dem.com.ua/ua/news/za-ostannyu-dobu-dtek-donecki-elektromerezhi-vidnoviv-svitlo-shche-dlya-11-tisyach-rodin-regionu
2024-09-27,1,Запорізька,3731,,50,,,https://www.zoe.com.ua/news/%d0%b5%d0%bd%d0%b5%d1%80%d0%b3%d0%b5%d1%82%d0%b8%d1%87%d0%bd%d0%b0-%d1%81%d0%b8%d1%82%d1%83%d0%b0%d1%86%d1%96%d1%8f-%d0%b2-%d0%b7%d0%b0%d0%bf%d0%be%d1%80%d1%96%d0%b7%d1%8c%d0%ba%d1%96%d0%b9-%d0%be-61/
2024-09-27,1,Харківська,72,,1309,,,https://www.oblenergo.kharkov.ua/uk/node/13882236
2024-09-27,1,Чернігівська,1706,27,,,,https://dcz.cg.gov.ua/index.php?id=503277&tp=0
2024-09-28,1,Дніпропетровська,,,1670,,,https://www.dtek-dnem.com.ua/ua/news/dtek-dniprovski-elektromerezhi-povernuv-svitlo-ponad-1-6-tisyacham-rodin-pislya-obstriliv
