date,number_days,region,number_blackout_consumers,number_blackout_settlements,number_restored_consumers,number_restored_settlements,notes,link
2022-05-29,1,Чернігівська,2491,,,,,https:/dcz.cg.gov.ua/index.php?id=455078
2022-05-30,1,Донецька,,321,19836,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-energopostachannya-mayzhe-20-tisyach-rodin-na-donechchini-za-dobu
2022-05-30,1,Запорізька,21518,,3949,,,https://www.zoda.gov.ua/news/61273/spetsialisti-namagajutsya-vidnoviti-komunalni-merezhi-u-perervah-mizh-obstrilami-rosiyan.html
2022-05-30,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104641
2022-05-30,1,Чернігівська,1196,,,,,https:/dcz.cg.gov.ua/index.php?id=455077
2022-05-31,1,Донецька,,332,1000,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-1-tisyachi-rodin-za-dobu-popri-boyovi-diji-v-regioni
2022-05-31,1,Запорізька,26941,,7359,,,"https://www.zoda.gov.ua/news/61285/vorozhi-obstrili-zalishili-kilka-tisyach-rodin-na-liniji-vognju-bez-svitla,-gazu-i-vodi.html"
2022-05-31,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=104670
2022-05-31,1,Чернігівська,1220,,,,,https:/dcz.cg.gov.ua/index.php?id=455170
2022-06-01,1,Донецька,,342,12332,,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-ponad-12-tisyach-rodin-dtek-prodovzhuye-vidnovlennya-elektropostachannya-na-donechchini
2022-06-01,1,Запорізька,37041,,2316,,,https://www.zoda.gov.ua/news/61304/v-oblasti-prodovzhujut-vidnovljuvati-zruynovani-obstrilami-komunalni-merezhi.html
2022-06-01,1,Київська,,,8781,,,https://www.dtek-krem.com.ua/ua/news/dtek-operativno-povernuv-svitlo-dlya-ponad-8-tisyach-simey-shcho-buli-znestrumleni-cherez-obstril-kijivskoji-oblasti-1-chervnya
2022-06-01,1,Миколаївська,,86,,,,https://www.mk.gov.ua/ua/news/?id=104722
2022-06-01,1,Чернігівська,1195,,,,,https:/dcz.cg.gov.ua/index.php?id=455446
2022-06-02,1,Донецька,,331,49865,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-vidnoviv-elektrozhivlennya-27-naselenih-punktiv-na-donechchini-zi-svitlom-mayzhe-50-tisyach-rodin
2022-06-02,1,Миколаївська,,100,,,,https://www.mk.gov.ua/ua/news/?id=104742
2022-06-02,1,Чернігівська,1196,,,,,https:/dcz.cg.gov.ua/index.php?id=455523
2022-06-03,1,Дніпропетровська,14822,,5051,,,https://www.dtek-dnem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-mayzhe-dlya-mayzhe-10-tisyach-kliyentiv-u-dnipropetrovskiy-oblasti-shcho-postrazhdali-cherez-negodu-ta-boyovi-diji
2022-06-03,1,Донецька,,328,25714,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-elektropostachannya-dlya-25-tisyach-rodin-za-dobu
2022-06-03,1,Запорізька,21497,,1309,,,https://www.zoda.gov.ua/news/61338/spetsialisti-prodovzhujut-zazhivljuvati-domivki-ta-likvidovuvati-porivi-na-liniji-vognju.html
2022-06-03,1,Миколаївська,,87,,,,https://www.mk.gov.ua/ua/news/?id=104772
2022-06-03,1,Чернігівська,14547,37,,,,https:/dcz.cg.gov.ua/index.php?id=455568
2022-06-04,1,Запорізька,22644,,,,,https://www.zoda.gov.ua/news/61373/obstrili-okupantiv-unemozhlivljujut-ponovlennya-postachannya-komunalnih-poslug.html
2022-06-04,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104803
2022-06-04,1,Чернігівська,1668,,,,,https:/dcz.cg.gov.ua/index.php?id=455648
2022-06-05,7,Донецька,,323,132000,,30.05-05.06,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-ponad-134-tisyach-rodin-na-donechchini-za-tizhden
2022-06-05,1,Запорізька,22596,,1147,,,https://www.zoda.gov.ua/news/61384/spetsialisti-pratsjujut-nad-vidnovlennyam-nadannya-komunalnih-poslug-mizh-obstrilami.html
2022-06-05,1,Чернігівська,3135,,,,,https:/dcz.cg.gov.ua/index.php?id=455647
2022-06-06,7,Дніпропетровська,,,6223,,30.05-05.06,https://www.dtek-dnem.com.ua/ua/news/dtek-za-tizhden-vidnoviv-na-dnipropetrovshchini-elektrozhivlennya-dlya-ponad-6-tisyach-rodin
2022-06-06,1,Донецька,,318,7193,,,https://www.dtek-dem.com.ua/ua/news/ponad-7-tisyach-rodin-znovu-z-elektrozhivlennyam-dtek-povernuv-svitlo-do-8-naselenih-punktiv-na-donechchini
2022-06-06,1,Запорізька,37213,,2000,,,https://www.zoda.gov.ua/news/61395/vorozhi-obstrili-prodovzhujut-ruynuvati-komunalni-merezhi.html
2022-06-06,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104842
2022-06-06,1,Чернігівська,778,,,,,https:/dcz.cg.gov.ua/index.php?id=455644
2022-06-07,1,Донецька,,313,11482,,,https://www.dtek-dem.com.ua/ua/news/11-tisyach-rodin-zi-svitlom-dtek-prodovzhuye-vidnovlennya-na-donechchini
2022-06-07,1,Запорізька,28464,,10106,,,https://www.zoda.gov.ua/news/61418/poshkodzheni-obstrilami-merezhi-namagajutsya-vidnoviti.html
2022-06-07,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=104874
2022-06-07,1,Чернігівська,2164,,,,,https:/dcz.cg.gov.ua/index.php?id=455699
2022-06-08,1,Донецька,,316,26503,,,https://www.dtek-dem.com.ua/ua/news/povertayemo-svitlo-dtek-vidnoviv-elektropostachannya-26-tisyacham-budinkiv-na-donechchini
2022-06-08,1,Запорізька,25170,,3573,,,https://www.zoda.gov.ua/news/61431/komunalniki-oblasti-namagajutsya-usunuti-ruynuvannya-mizh-obstrilami.html
2022-06-08,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104899
2022-06-08,1,Чернігівська,1479,,,,,https:/dcz.cg.gov.ua/index.php?id=455786
2022-06-09,1,Запорізька,25714,,547,,,https://www.zoda.gov.ua/news/61451/spetsialisti-namagajutsya-pokrashiti-stan-nadannya-komunalnih-poslug-na-teritoriji-oblasti.html
2022-06-09,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104934
2022-06-09,1,Чернігівська,2925,,,,,https:/dcz.cg.gov.ua/index.php?id=455855
2022-06-10,1,Донецька,,317,15460,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-vidnoviv-elektrozhivlennya-dlya-ponad-15-tisyach-rodin-na-donechchini
2022-06-10,1,Запорізька,21398,,4316,,,https://www.zoda.gov.ua/news/61467/urazheni-obstrilami-komunalni-merezhi-vidnovljujut-za-pershoji-mozhlivosti.html
2022-06-10,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=104960
2022-06-11,1,Запорізька,21859,,3000,,,https://www.zoda.gov.ua/news/61484/v-oblasti-rosiyski-obstrili-prodovzhujut-ruynuvati-komunalni-merezhi.html
2022-06-11,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=104987
2022-06-12,7,Дніпропетровська,,,577,,06.06-12.06,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-za-tizhden-dtek-vidnoviv-elektrozhivlennya-dlya-577-rodin-kotri-buli-bez-svitla-cherez-vorozhi-obstrili
2022-06-12,7,Донецька,,,439937,,06.06-12.06,https://www.dtek-dem.com.ua/ua/news/povertayemo-svitlo-za-tizhden-na-donechchini-znovu-zi-svitlom-ponad-400-tisyach-rodin
2022-06-12,1,Запорізька,30251,,23013,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-86
2022-06-12,1,Миколаївська,,88,,,,https://www.mk.gov.ua/ua/news/?id=105006
2022-06-13,1,Дніпропетровська,706,,,,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-za-tizhden-dtek-vidnoviv-elektrozhivlennya-dlya-577-rodin-kotri-buli-bez-svitla-cherez-vorozhi-obstrili
2022-06-13,1,Донецька,,341,22117,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-vidnoviv-svitlo-dlya-22-tisyach-rodin-na-donechchini
2022-06-13,1,Запорізька,21997,,14000,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-87
2022-06-13,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105013
2022-06-14,1,Донецька,,316,14678,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-svitlo-ponad-14-tisyacham-rodin-na-donechchini
2022-06-14,1,Запорізька,21997,,14393,,,"https://www.zoda.gov.ua/news/61523/komunalniki-vidnovljujut-elektro-,-vodo--ta-gazopostachannya-v-oblasti.html"
2022-06-14,1,Миколаївська,,95,,,,https://www.mk.gov.ua/ua/news/?id=105039
2022-06-15,1,Донецька,,321,4945,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-u-4-naselenih-punktah-dlya-mayzhe-5-tisyach-rodin-v-doneckiy-oblasti
2022-06-15,1,Миколаївська,,93,,,,https://www.mk.gov.ua/ua/news/?id=105072
2022-06-16,1,Донецька,,317,11038,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-11-tisyach-domogospodarstv-dtek-prodovzhuye-vidnovlennya-v-doneckiy-oblasti
2022-06-16,1,Запорізька,21135,,1895,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-90
2022-06-16,1,Миколаївська,,93,,,,https://www.mk.gov.ua/ua/news/?id=105110
2022-06-17,1,Донецька,,323,5935,,,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-dtek-povernuv-elektrozhivlennya-mayzhe-6-tisyacham-domogospodarstv-za-dobu
2022-06-17,1,Миколаївська,,93,,,,https://www.mk.gov.ua/ua/news/?id=105143
2022-06-18,1,Донецька,,313,22450,,,https://www.dtek-dem.com.ua/ua/news/vidnovlene-elektropostachannya-ponad-22-tisyach-domogospodarstv-dtek-prodovzhuye-vidnovlennya-na-donechchini
2022-06-18,1,Запорізька,21760,,7000,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-92
2022-06-18,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105172
2022-06-19,7,Дніпропетровська,,,1645,,13.06-19.06,https://www.dtek-dnem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-dlya-1645-rodin-kotri-zalishilisya-bez-svitla-cherez-vorozhi-obstrili-na-dnipropetrovshchini
2022-06-19,7,Донецька,,,118000,,03.06-09.06,https://www.dtek-dem.com.ua/ua/news/zi-svitlom-za-tizhden-dtek-povernuv-elektropostachannya-do-118-tisyach-domogospodarstv-u-121-naselenomu-punkti-na-donechchini
2022-06-19,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105192
2022-06-20,1,Дніпропетровська,0,,,,,https://www.dtek-dnem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-dlya-1645-rodin-kotri-zalishilisya-bez-svitla-cherez-vorozhi-obstrili-na-dnipropetrovshchini
2022-06-20,1,Донецька,,320,5466,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-povernuv-svitlo-5-4-tisyachi-rodin-na-donechchini
2022-06-20,1,Запорізька,38415,,2002,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-94
2022-06-20,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105199
2022-06-21,1,Донецька,,319,7133,,,https://www.dtek-dem.com.ua/ua/news/7-tisyach-rodin-znovu-z-elektrozhivlennyam-dtek-prodovzhuye-vidnovlennya-na-donechchini
2022-06-21,1,Запорізька,21473,,16945,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-95
2022-06-21,1,Миколаївська,,94,,,,https://www.mk.gov.ua/ua/news/?id=105240
2022-06-22,1,Донецька,,322,12424,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-dtek-povernuv-elektrozhivlennya-ponad-12-tisyacham-rodin-na-donechchini
2022-06-22,1,Запорізька,21473,,17000,,,https://www.zoda.gov.ua/news/61663/Ctabilne-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti-nemozhlive-cherez-postiyni-obstrili.html
2022-06-22,1,Миколаївська,,96,,,,https://www.mk.gov.ua/ua/news/?id=105269
2022-06-23,1,Донецька,,323,7483,,,https://www.dtek-dem.com.ua/ua/news/elektropostachannya-7-4-tisyachi-rodin-za-dobu-vidnoviv-dtek-v-doneckiy-oblasti
2022-06-23,1,Запорізька,24385,,2665,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-97
2022-06-24,1,Запорізька,24385,,3000,,,https://www.zoda.gov.ua/news/61705/komunalni-sluzhbi-pratsjujut-nad-vidnovlennyam-postachannya-poslug-pislya-obstriliv.html
2022-06-24,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=105298
2022-06-25,1,Донецька,,325,6702,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-svitlo-u-6-7-tisyachi-domogospodarstv-za-dobu-na-donechchini
2022-06-25,1,Запорізька,23827,,567,,,https://www.zoda.gov.ua/news/61720/rosiyska-zbroya-prodovzhuje-nishiti-komunikatsiyni-merezhi-na-zaporizhzhi.html
2022-06-25,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105332
2022-06-26,7,Дніпропетровська,,,2113,,20.06-26.06,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-dtek-vidnoviv-elektrozhivlennya-dlya-ponad-2-tisyach-rodin-kotri-buli-bez-svitla-cherez-vorozhi-obstrili
2022-06-26,7,Донецька,,,54581,,20.06-26.06,https://www.dtek-dem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-do-domivok-54-5-tisyachi-rodin-za-minuliy-tizhden
2022-06-26,1,Запорізька,21795,,1941,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-99
2022-06-26,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105340
2022-06-26,1,Харківська,,,300,,,https://www.facebook.com/kharkivoblenergo/posts/pfbid0FvgmZ3Fmrgpn6jhSGH2ZSHiweRvVK2xHqdcoydPckAaYmunR5NoZrLrkQdecBFDgl?__cft__[0]=AZWyFeOqzXGstzb-R1kd1pUcxPJw5i3A6zLHsCiPhXn7seevFdMSoAuA5Xj8vU-dPNRrcxqsdLkriFRXTSQWXcuBtNA_MtXrEwy7K52p1-Bjjs6PLR_aVz3Vs3szTGBp8TQIjgeeAloW3sPOyGAL2xOR1vQBZ0yjEa4NF1wUcNF6eYX4lhQ5SCJEnXHUlhsiik4&__tn__=%2CO%2CP-R
2022-06-27,1,Дніпропетровська,0,,2113,,,https://www.dtek-dnem.com.ua/ua/news/na-dnipropetrovshchini-dtek-vidnoviv-elektrozhivlennya-dlya-ponad-2-tisyach-rodin-kotri-buli-bez-svitla-cherez-vorozhi-obstrili
2022-06-27,1,Донецька,,315,11539,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlennya-znovu-zi-svitlom-11-5-tisyach-rodin-v-doneckiy-oblasti
2022-06-27,1,Запорізька,21795,,1941,,,https://www.zoda.gov.ua/news/61741/kilkist-poshkodzhen-ta-ruynuvat-na-teritoriji--oblasti-zbilshujetsya.html
2022-06-27,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105359
2022-06-27,1,Одеська,,,643,,,https://www.dtek-oem.com.ua/ua/news/dtek-povernuv-svitlo-dlya-ponad-600-rodin-na-odeshchini-shcho-buli-znestrumleni-cherez-obstrili
2022-06-27,1,Харківська,,,800,,,https://www.facebook.com/kharkivoblenergo/posts/pfbid0o85Zrqho5uJ7BjvjnXKdGHuncZvGp5yix3WKET1dxnMJc7TgtgWkLsLCRVCvvC6Vl?__cft__[0]=AZXUbCJeohN3pXWlfM7kRCyWNspOLTe3kBRPuZ1x90P2YlUXnAUx0pUKLDRJtQZIe2Oh-Fzsx-ijpmNDpw30SiRND1yaOAgmMphm9aL2umvE8LXx1k92jMSjJD2rND5N8fF0ItQmxvQhIkT8Fu8J1X3IpSOUEwAnfl2f9hGw19qPQ37Ke6Te8oBsAILqSfS5kRA&__tn__=%2CO%2CP-R
2022-06-28,1,Донецька,,318,9285,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-elektrozhivlennya-do-9-2-tisyachi-domogospodarstv-donechchini
2022-06-28,1,Запорізька,23802,,13080,,,https://www.zoda.gov.ua/news/61757/rosiyski-obstrili-ruynujut-komunalni-merezhi-ta-domivki-zhiteliv-na-liniji-vognju.html
2022-06-28,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105393
2022-06-29,1,Донецька,,318,5270,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlennya-5-2-tisyachi-rodin-na-donechchini-znovu-zi-svitlom
2022-06-29,1,Запорізька,21157,,2797,,,https://www.zoda.gov.ua/news/61778/cherez-ruynuvannya-komunalnih-merezh-vid-obstriliv-strazhdaje-naselennya-oblasti.html
2022-06-29,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105432
2022-06-30,1,Донецька,,356,12290,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-energetikam-dtek-vdalosya-vidnoviti-elektropostachannya-mayzhe-13-tisyach-domogospodarstv-u-doneckiy-oblasti
2022-06-30,1,Запорізька,22909,,340,,,https://www.zoda.gov.ua/news/61793/Ctan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti-pogirshujetsya-cherez-postiyni-vorozhi-obstrili.html
2022-06-30,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105467
2022-07-01,1,Донецька,,353,19660,,,https://www.dtek-dem.com.ua/ua/news/mayzhe-20-tisyach-rodin-na-donechchini-znovu-zi-svitlom-dtek-prodovzhuye-vidnovlennya
2022-07-01,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105483
2022-07-02,1,Запорізька,21498,,1395,,,https://www.zoda.gov.ua/news/61825/komunalniki-za-pershoji-nagodi-usuvajut-poshkodzhennya-pislya-obstriliv.html
2022-07-02,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=105513
2022-07-03,1,Запорізька,21156,,545,,,https://www.zoda.gov.ua/news/61833/obstrili-okupantiv-zalishajut-meshkantsiv-oblasti-bez-blag-tsivilizatsiji.html
2022-07-03,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=105525
2022-07-04,1,Дніпропетровська,,,1180,,,https://www.dtek-dnem.com.ua/ua/news/za-nich-dtek-povernuv-svitlo-v-11-naselenih-punktiv-dnipropetrovshchini-shcho-postrazhdali-vid-obstriliv
2022-07-04,1,Донецька,,318,4295,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-ponad-4-tisyach-rodin-za-dobu
2022-07-04,1,Запорізька,24274,,,,,https://www.zoda.gov.ua/news/61842/pritsilniy-vogon-okupantiv-nishit-obladnannya-ta-merezhi-meshkantsi-oblasti-zalishajutsya-bez-komunalnih-poslug.html
2022-07-04,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=105535
2022-07-04,1,Харківська,,,1100,,,https://www.facebook.com/kharkivoblenergo/posts/pfbid0dDdkJooFrwmj4kYutSdsfjMQoqpMv7uj4q7bxRZ11y1uCH4pDhMTntFEREDeW7qbl?__cft__[0]=AZVeyMcu4zhgDMh4TJLmh42XPiLQlsrq3LcnOst4izciEK7jac4-N_tzm-Lt3ilcoZYnGPe7_GMzzD75RfUt4EyGr6ONqYrlSDlYqfySpMmPvmMwDn0U9IrhRlSNMyHDgQ1xeGvp6ao6K3ebil60THH7cO4uRE3EYqaG4tL1A2XJ0s8By5lqDlBg-PqtO1efgdg&__tn__=%2CO%2CP-R
2022-07-05,1,Донецька,,,18942,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-povernuv-svitlo-mayzhe-19-tisyacham-rodin-u-10-naselenih-punktah-doneckoji-oblasti
2022-07-05,1,Запорізька,29894,,101,,,https://www.zoda.gov.ua/news/61857/vorozhi-obstrili-prinesli-novi-ruynuvannya-komunikatsiynim-sistemam-ta-tsivilniy-infrastrukturi-oblasti.html
2022-07-05,1,Миколаївська,,113,,,,https://www.mk.gov.ua/ua/news/?id=105570
2022-07-06,1,Донецька,,323,37122,,,https://www.dtek-dem.com.ua/ua/news/ponad-37-tisyach-rodin-znovu-zi-svitlom-dtek-vidnoviv-elektrozhivlennya-u-37-naselenih-punktah-donechchini
2022-07-06,1,Запорізька,31527,,3075,,,https://www.zoda.gov.ua/news/61872/cherez-vorozhi-obstrili-vse-menshe-naselennya-oblasti-otrimuje-komunalni-poslugi.html
2022-07-06,1,Миколаївська,,93,,,,https://www.mk.gov.ua/ua/news/?id=105596
2022-07-06,1,Харківська,,,130,,,https://www.facebook.com/kharkivoblenergo/posts/pfbid0H89K1wGSJTRVhdFeXAETyqoaqAEBBesnbzEd4sRukKVWQwx9U8xonyRDZsFsjpGcl?__cft__[0]=AZVIGkN6sA2Q_76vjGXs1UqKF0cfxRuobBjmztfY8xFoZ7OFUi0qi7hbAHRuDK9teS5AXSUPhtM6y33JGTc38_J4X_rkL3lCAlaP73At0RHGJ8AsvWqvKFZu1E3hUCVrCR-0yqNUZCsQCoGwMeg3mTpwWOEVqUo8CwfQcBD0zon6W_VVup0BLKsD9280TCv5Gzs&__tn__=%2CO%2CP-R
2022-07-07,1,Донецька,,334,10302,,,https://www.dtek-dem.com.ua/ua/news/dtek-prodovzhuye-vidnovlennya-ponad-10-tisyach-rodin-znovu-z-elektropostachannyam
2022-07-07,1,Запорізька,21081,,10318,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-110
2022-07-07,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105623
2022-07-08,1,Донецька,,321,13243,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-vidnoviv-elektrozhivlennya-13-tisyach-domogospodarstv-na-donechchini
2022-07-08,1,Запорізька,21081,,10318,,,https://www.zoda.gov.ua/news/61887/komunalniki-oblasti-ne-majut-dostupu-do-merezh-dlya-likvidatsiji-poshkodzhen-cherez-vorozhi-obstrili.html
2022-07-08,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105649
2022-07-09,1,Запорізька,21515,,3179,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-111
2022-07-09,1,Миколаївська,,92,,,,https://www.mk.gov.ua/ua/news/?id=105692
2022-07-10,7,Донецька,,,96040,,04.07-10.07,https://www.dtek-dem.com.ua/ua/news/dtek-povertaye-svitlo-za-tizhden-energetiki-vidnovili-energopostachannya-dlya-96-tisyach-rodin
2022-07-10,1,Донецька,,329,,,,https://www.dtek-dem.com.ua/ua/news/dtek-povertaye-svitlo-za-tizhden-energetiki-vidnovili-energopostachannya-dlya-96-tisyach-rodin
2022-07-10,1,Запорізька,21448,,1131,,,https://www.zoe.com.ua/news/%D1%81%D1%82%D0%B0%D0%BD-%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D1%87%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D1%96%D0%B7%D1%8C%D0%BA%D0%BE%D1%97-%D0%BE-112
2022-07-10,1,Миколаївська,,89,,,,https://www.mk.gov.ua/ua/news/?id=105708
2022-07-11,7,Дніпропетровська,,,2000,,05.07-11.07,https://www.dtek-dnem.com.ua/ua/news/za-tizhden-energetiki-dtek-vidnovili-elektropostachannya-dlya-2-tisyach-rodin-dnipropetrovshchini-kotri-buli-bez-svitla-cherez-obstrili
2022-07-11,1,Донецька,,325,12026,,,https://www.dtek-dem.com.ua/ua/news/za-dobu-dtek-povernuv-elektropostachannya-do-domivok-12-tisyach-rodin-na-donechchini
